hash_A,hash_B,score
50790269a16c8f40f9f54da3749f32c7,e1ad8ebf8eeadae3aee1a4c8f670c617,6.666666
c66da3319ba41cdba53e2fedef03c486,8148dbefa6b6c50c87d7f41fabb089c0,3.333333
ab80a419aa373085f1355ab7ae97205b,a376067d73551854508488cbd7334d94,6.666666
a1373e550381cc78da321734bd43c06f,cab222c9aebb76c51291aae8b27974c4,10
02fa5ee7f7dccdb9f94c6ed68a9f433a,33bb98fcef2115e9ca09186b84228977,3.333333
87081e88149b461399033e4d4a8de358,5cd2864013b970b666a4d27b30c78ce6,6.666666
7bada2c0a6db72b7ae50df257ee6ffec,261b722a3922c7fca4e5f3579e05271e,10
127bc0c28236badd813ab4bbf155b7fc,626110f8e5ef710da4d572719d6f11f5,6.666666
ba0ce19978986f6abd687634724e761e,b6ea5271dfa9ce1583700663edb655f8,10
13ec77d44168b751251681d1c1eed8b6,9445d46e9b9049be91754792c4368dc0,10
ec95c5de070d528c521afd409860b37c,8be8089bcbe2baf28618947ba14a4adc,10
071dd00d83e91956d220d7823d4b0d33,f24ed116ea2c5e7fb07a32bc15d1319b,6.666666
a13dca72baf0eb2fac2d0f8f1bf99d73,96a901b2cde9b1be0ac366b8c8a00ae3,6.666666
8b088c68f18b9c0d9182c989fdf7feb7,7958706441a1564385e19bd29dec3e7d,6.666666
f538e9c99977b8a625efd0ba984de682,1238fcbf0b29aa2e9fd58994bcbb8e9f,6.666666
ea32b61da874e45d8656b5289d88e0f5,e038292f22e31acc8d9e4d4b04e22529,10
0c96e2aa21d6ed261039d880f20fa0cb,ce07571e26dccc6708d42a2e7daaec35,6.666666
0b7e1e917e6cc9feae5521fae640b218,b40ebecdd75adf1b93e96d2a7a82a70c,10
4405c5d33c4782fe7f31f5570fc87738,227c5e2bedde5d9dc5c532ce09146396,6.666666
60a631109a921f02f9cb14f581bd1360,60e4663e555b5096d6f7895e215cfdb2,3.333333
3e0b856ff86bb49b8f588eab4f2e17ce,83fe4654865ac8d52a887d403ca3ffc9,10
dbd32f7dd60884a1dc90f4b9b5145d31,a65f05c11e0646d6a624dc7b89c29c88,10
8d41b8dd3c65bf9e4d12809ac77f800c,dec695e498ed29ed9018cb0caf4ed175,10
644b5e0495c359ce4c5771929208c0b0,886b7daa887e805e00d8b9ab704e3ea5,3.333333
329fa1b94b652c6cb842181d2c54a205,2f29ac3a19595004edf1ba04118a8551,10
60e4b98b49fe5d95b89b07bb6f5a50e6,1b4f326f66f4f0d0e580cc5012e78014,6.666666
217cae0c02b866a033ee3b8aa55c1803,b9129b931543cc5603695eed21c8fe7d,10
39088bba74a14c9e362b5d62e42a4472,3dcf08dda23c5b2047846919bdcdbde0,10
e26f3d230875268e2309fc805d0a7d1c,0f0782924b3a361ed3c365a0bc14a251,6.666666
788fce7b245da80daf89ca597e1a5449,fc6d2a92b6f09a437c027ead4fe8e553,10
6e581745b2768d725ee7e47f9e3fe937,1aff2f427e0e150ab49a0f1124d611c9,10
875f3a7d632b1c6aa12277808bdaa17b,91d05cc031116f86948a84ac9fa9a8cb,3.333333
8cc69207b09a5843088fa797d69bdf9a,b3a6be986c1f50ad64fea69fd8dc5832,6.666666
97c68e74df1f17ff946c51fd5aff88f6,e3bc5b87d74d59fa6f6df446f7af9ebd,10
f2f03478fe41bb483d0ce235ba788966,f45d3af2cc0d569008b185eb640428c9,10
2e1c83895d21845e23ddd6b54ad50ab7,43a6a720eac0e209cd22ac6d9705b4fb,6.666666
886d22d0f36db2081f7a972cd67e5285,acc7ab98e695a63b0759d7583be1a995,6.666666
e29181ddba2936c53bb1a789a5a2525e,6abb23ec41ab5e0b4c2a59bc78cb0265,10
56abe35e23138e9ecf502bc172f760ed,c3cdc7e0b3cdd879812d456346753cb9,10
1ec797ca196bcf9e4d419de402d85f06,6ec0541b9a9f0f92f2b0b88ec3c81df5,10
5efdb5606f9dca9a53405e2ab753cb15,838b210ec4e021ee3b82338ec5a26bf7,10
2ea03263fe64167d115f24ec59a7f14a,58ff7a03e343dc477cedf7ba98d0aa97,6.666666
77c37347724d1c2e801e20e1c3beba31,fd1b9e76340f99a9aec7959ca2484224,10
b6ea9a0b9cbec0b169b5f14b3c1d0106,c36ec47567832ea4d1c0c95e8b98b9e2,6.666666
45048eec2696d422da79bd546243ea3a,2cc7d95a24111e299f138bf89afdc78d,10
3a6ee2564ff2d8a50eb11b84d5a219e4,6767dd0fdc8234ba8eea446cd2179b6b,10
13a0de784a779db1cbe2b4047dd3d84d,c9c658f5d6fe4955ce48488ab376489b,10
ad52381adea0a1219695d4b38c72e469,b6385f492a2090749b0e9d1869ccbefc,10
4ce20beeadde7e1cf2cf4d5f8481b4e2,dcb6ce6a44df0d73ededc6d7c65ad5f3,3.333333
67f5f982392a057e06d3b18b6afd7e2a,838c65476a6b697d022fd07d29161a08,10
c0831fe55e838398d5b4d09b48f61bdd,c9ae87488cba46469afe3c9fc78ad71e,10
bb4854237e9e3ec287aaf6d7cb80c81c,8464e469a67d016db3cad8fe9a91228a,10
2a4afe05370e5036c00acc26198645a4,2ea545819235750a47e149f2f08b7d06,10
82b4db32d57e740a4a6a0544c17485b6,fe1c0f030e4ff2fa30ed0db02e118d03,10
2bb461e398784f33ca1a0d003c6ca3b1,553bde94a1659f9be8ee58a3e826a658,10
33b3194c3425c010f9f87b1e66f9f578,fc018210c9f802f2d4a0c057444a2576,10
145cb36a202b0f6a81738bb2ec54f046,fe8ea1a05e01ee6ad23a59e68093e80b,10
0ec03f5f64f756420bc4ab4b58bca15d,60eec7cf2527f20c33f56f09f68110a9,10
1e2d3268bdcac00d86f7f08ae06c300e,2c35fb10d7bacaa9e6b01c67b34f68e1,6.666666
74bc303573fd6ebd4325b01827dd70f7,7f4fe41639afce8a712ca34dd8b66141,6.666666
c81b1f56153f10e784d646c48c1120d7,5618f75c42bbd58060d0b643c728bd5d,6.666666
586a5ebd9d3665644ebd798a913473ce,03110b2285b6320a3863880691863c1f,6.666666
0765721035b37e9e86c10fd977ea5f6a,3f2a1e5a249ff526eca4c66b5ac68101,6.666666
0fc445e97259d56ffa1c8f66a89c2027,2b72eb5c1fadca42ad7f821796ba64f9,10
55bee9cc564f11fe0164ac09493d0680,b081fbd181a1cfc69c340641809d1b01,6.666666
b82416e4f85e2ab1b0b366ae04159a77,f108115c6baa91995aaaa7b2d5513c02,6.666666
986c6eb38b4766d1a46b4bf331ce3e4b,0050c6563a5516ecea69e0ce7e2f40b5,3.333333
8f8f4233a18e469042a36c0087d497ef,6adadc9de8c0907b7f8a70a2fadce4d5,10
69f2709585f6454e79ab2abfb472e18d,ee18e3d70b908b15bcb9aa31fd1c9513,10
d390c9a2208fc54d9b91dc27337aea83,3545a77e90fbcf63cb4568533c93a2c1,10
041e82d3ad4b5b1b8620f51c722ce607,0dfd109fcd7e5e331cf7712615748916,6.666666
2377c308c3ffe3ab0ed044a53cc9fd0b,4b9acebce4f9a84f58e7d2835db02bec,3.333333
529a0a456aa9394aaeeec1c53ace75b9,b6edc7f91bbefce891a5af31349c6b2f,3.333333
80d498cb00a0e6dc80f3d0014fbe0322,31873ff59eb952015b43a3cff0b2f7e4,10
d79274d87469285b6029dc667ccb14c1,1af7beca1ba05c9f65e297cf23e10572,6.666666
a26d6baaea14a53b0ed841e07a24da42,56bdfddf0268f68e150ea9ab17148497,6.666666
0619632531ebb38c363156d0974aad3d,0a6152f957c2140be414de9c2da579c5,10
93990be318e8e2f05d6b64e5707a181a,b5d2f0c416072cd9a7e722812d2cdce2,10
130c2e56f896e9fabce8ae85e9a6acde,85ffefade201eda1b175459a8eaedfd0,10
f4d280d99beaf5403a8d2b73a56c8eb7,af189d2febb14f2f9d5bd95d7d557d70,10
e6d45d47318944ea02df91280605026a,5c60e378e6d9f12a7fc08617a3abde54,10
536718a4f185a0290abbf376cef441cb,302180b1930f97e2a5ad18ce13952205,6.666666
b2db4c8f7571931f1f2ac72b373ea932,ca83a01ffe899c9f892938c612a8f051,10
b8377138cd099dc0ad9717ae21f68991,c11c036fd34b190ff0ad31dd81ebfb4e,6.666666
bf4d0b3aaf78957e3c25094faf0bd393,4473622bab776898c3f5b4b283f7b42d,10
6778a31be21072554a9527e9d1fbac3c,0220a0b45c9136ff9b2cc91e7f8d10e2,10
faf57ad550af1dbe1dded34b625f326f,981d50c46fbb0088384d5dd1e54439e4,10
585a28f6bf625e898200d4cea43df8c9,762ee71fdd0610238802f85d11b4d3a6,6.666666
aff42d792d9496340d0525d5acfd755b,787dbaa16758ec509142c97a20555631,6.666666
66db775c954460205ff1f1b959038d7b,0b1cbecf00ae620d67a5ce85f6c71c1f,10
f3d8f332fc4836e72e7e077e4c6fb82e,ac986da64f446b44e9e49917efdbdf35,10
4c88e47f5978c1a44a1feed1e5c9120d,d2eb49a1b70727334e0a1e58d8a2a614,6.666666
35af40748ff09d9e1116a95babe48f33,623759cc7fb3633052b424773894faab,10
80531f2617db8e2bc54e8a0ffbd6c84c,f8e7beec04404396547bc10360250684,10
8d7c9c838adb3b32b78eb95b0ed5bacc,c1c9333e30d839d2fac61dba2d4f4e4d,3.333333
02c69ac46da1e6a30bcaa0f60c131d9a,d6c19ca1aa8aff1858b355da92bab55f,6.666666
48d97e58ee4eb81d7fe6c1dea58c44de,79947659c907f6b5bf5fcee03ba06eda,10
e7b78f465b0bff53196b3083dad727e5,48910841dfe800fd3e8b406e1a01803a,10
c9a8b4932d4170a7b64dc92e436e697f,4e451967b7fd2e56d833fee48c6b1b0a,10
7c3a72b95cfd38984232998658c2034e,02004d82c3c7dc3bb492cce4c99082c4,10
777c8ab19e7a9fe4ed9afe21dba30731,7a8f7195009e5924dc69a8b893e6f3e4,6.666666
4bc58a4ae636f80d784db1571f8820ea,abfabfdacc6d0f9bb991e82be57d6d71,6.666666
60cb9bb4b4f6cb7ed3d2e1b0b7330013,bdc7c3c8b4b6cfe753e5140c01eddbf2,10
239fa85b9b0dfb3ce9f84f911d85a615,938d472f8cf9279d1ccce0d923d18e21,10
0c4ec0a641f3346a3157470884503d61,6138b14c5664015da32c2620362c716d,10
1f2b03886113e7285600125b252858cd,a331b593d3d9609ab4d3d221b441f7e8,10
89a95071affe9209f0434eca663fe846,50800c9929f8a73c3bae55dd98f136f1,10
08cb754de4c780421375818fbb43f2e0,e4f2c85f3fbb30d83db48535157a805c,6.666666
85c33889ff05550b251c44bfd3595921,7631caf6b31263c28a75c953244a521d,10
9b998401e44751b8b0dc9a158f313fa9,99cfc72b3c26687f3cfd6f34363e5250,10
6716c7c296d31f7b2a9e428406e85eef,4bcee96929f5f75fb50625201e24e8f9,10
4c5ae31e9ce313046a0f1cf9acea5c82,98203139ba85ba13aebf350079247f22,10
ac7b2f8b84683a148d8467e10a645866,36726c0b35475b78344994b3e0eb0a32,10
a6f57cd34e27af07a9bbc96c499b327b,cd4b3d0cee764c9115bc12e6331af96e,10
69fb6e593ed82fad6a58e24df7d0443e,ad25fc5eada0eed62f51bdc702d12b0f,6.666666
af15e84990715738316f894e002b150e,032fd88d857435b8a98e2381ac0c9959,10
1bd9eb66ef9d2bf5958697ef4928a7f5,3f23ded308ba2f50a58ea0da932a3535,10
ff3db693eadb0f239176305f81845c5c,e8dbc046f1d927e18e0e0e7e0b81b376,6.666666
4cda5a97f76fde18607fa78e6d807dd6,375e3225e4cacfc43c63951c5bccc28d,10
acd7ef2730f1c232aa0670af79a13943,ce99db16542f2b1d6c6b1f38368969d6,10
d036455ace129dd0b38470829888d2fa,04502f6df67b654b8884e8239c4a790a,10
980f135f2ec635af08640b6ee152cbfe,6461af665a661d5e7f2ac6d59f8d4e4e,10
f4604c877dc6adde2f3d7dcf7596c7a7,ae03b5427ea93f5a19927f051265b441,6.666666
9dd83090de283c98bc4061a990ea9ff7,f7e9a1a75f3b4644f357bb2e985db5f8,6.666666
5d0734c2a8628b7a25d28e77eeda093f,f331059459dcbd98fe9a1629a3087f14,10
5180e3acc0272d496e5d207a9395dc78,d7e12d5781afad99572f8d50e60d4929,6.666666
