hash_A,hash_B,score
ef7045b6d28357ba70a0fd1e96c5561b,71347ed956483e9ac0f52523d2d81bf9,6.666666
409648712348d27a7dac4bbe5127bc87,490efd4db565651710a8fa0b1ea4a664,3.333333
cfaa38c8cc91eaaab79cdfc51130e1b0,b327cb52d6ee5a46b448d51c1c4ac260,3.333333
4ec9e795ed5a19d8859db59f84ffd218,4314959fed49357f77c7e501281f01ca,10
cbd20bfc8b770b4616f92353b8d4770d,198d4484293887dac9fe565d66a5776f,3.333333
3b3e4a31a136c600c0457a106321dc68,5432906198268aea6d58845a6f2a9d01,10
036ac30a9678e2d53e23137591a29c4a,83a25018e4761044ddc721a5d8ede677,10
78356ec2014fa1e2afcb82ed892f4d21,ea2e09c4d383a973bc2c56be2659cb41,10
5c9fd6a184e338c12c90c30e949e5c29,1b9eae7292101448519c10d43b4f1a4c,3.333333
5a3a733ac4c5dea23a1c72869ad80a96,8e6ba903a824a8493abc7feb22ae92f5,10
61a235e609176d11090b19c9b1d4cde3,54f3141ceb9578daf30a51cc0bfc5543,3.333333
e2800b5b2dee83eb88e538f6e378bfb9,0708fddac78ce953b88e6433885b27bc,3.333333
520b427b076f59f50c96cb796bc2bdaf,2372b3c3dc983cf943a45d7b2b219a91,3.333333
77ee88b2324497974334a1190c04e80a,7c6f8c0e1abc2e5462333ffd2b58c83e,10
40a90d8a95338194dcc1f92d76cdb0c6,d711cc01dc7e2dd4670ea0a83e84be54,10
7a0609930875a3a4bcbe21b7169bb8a4,29f1296c4acbff6add6607dde745a330,3.333333
06e457d09cd9aa9ba35c37dd0a56cacc,1c956457fc7bbaf5a93c830d568bac7c,3.333333
d16d0cc5cff1e582c5320e0ac57b4245,4b16e27c733d6d78c2872b4842d24da5,10
ac82a201b9ecffff418f1a2d1a43af56,d05a7921fe11631698e9432856b7634a,10
83b39845ab1d08382527acdcda382977,1435ab318a6dcbcb873e8b2f20d66cff,10
cace09ed22c320187aca2ecf52ca943f,e1e56861145f1df63f7b21b3b1202254,10
ae9a59e2d031a1c28d41bfa54a324769,73e2ade9553d2fcea1b74cc69a83e6a1,10
cd094dd7d21351d43d739cf1d9e1e88f,d4cd56a27cbf3f11dfda3efa6cd6179c,10
30a6040f4d177d1e200fa71c7a14a611,dcdbff606b829b6f13101425f0383e43,10
a4458928eddea34ea3c13e1dbb1f834c,4f3cbccdedd8fa4207ed9f9abcae2f9a,10
d14925f986695cc9b14daee051eef1d9,3464fc3dc75e03d29205ac96d90afd39,10
28994d11b13c53f7f47d6710708aef6e,fff1a88313b17f27491c62a66ca7d09e,10
09324a3fb256ca682a44ceb6e8578dc6,000af7873a0c94d0eab144f1c2464d5d,10
a7e84bc8833d86f9f219e9e65d45f84c,0b2a3ac0d244230e205f69a07691da2c,10
666e0045772a756c42a9e20faf82adcf,7a7a924c1c8ac88e62a7c51cdecfb1bb,10
e3181da6448301c83cd02c5331bb67b9,461b4efe7ea59f72d5e2ce448fbb695f,3.333333
303864b0f61c618be5cb8eecc74ba1fd,cef3971da626b5f3a9fa6ff93ccb29c5,10
0fb914d44dafaba91eafccfb2d1ba7e5,a43e0912d58c795a15d2d98108b5ff42,3.333333
3b80657728f7c6424fe16883be04dbb1,55a05c780308da937f35e192a39b099b,10
c818261db17d603309aad7277babd2a8,09eb1b8c730609c1e17fa9d50d57bc3d,10
013507498f6f4898a6df1bdb2bd2af8a,76bac6461bf3b804f33ace63e7d7540a,10
344fab6289dbc1eacc8e70700c9e508d,c98563a40ce0e387317c41b12b995ac8,10
fd811b9468d1db156285b2d87aebbffe,1de4f8e30c1edc096ef225533dfe9cbf,6.666666
b237ddd5cbb5b754cd11c16e316a42e1,3b840ae91a28755cf709535bf6e7844d,10
6e2a42e137d1b31e465265397120eb22,2ad26b8b35877cc8949565cefbff4d49,10
8f21714a604a20202f89eb7bf4a390bc,5d89318abf48acf89a93de977a5c5f8c,3.333333
cd817aba0858014ee8cae3537ed2dcf0,753e14a6ebe86094c5c59c9a76a6c326,10
2869080d3d077875c10ad9ae5ab8ef99,22657a84be5f360dc1b9c177c1104bcc,10
92191904d22dc5a84f1d37e35d9aee96,df63aa3ea3dd85be166fe2518c642f06,10
369a6eee3c24300d50cec1cc5d73ba7b,bdd1d9337b577c9a6614d411eb33164c,10
676bd0ebdbcc2c83ce6bf9e9d2a6c98d,de25467b7e02b97e1448e00bcf5c9b77,10
2022864fc6f651bbbdb69759ca21aeff,2c6674f567989cd7e7bf7ef7e2900126,10
dbfd6e2c608ecc684fafb9779eb17cc8,50b2d886ec139319e88fb8e62f6c9aae,10
be58ca4ab8bba461bd6b41e3743c37b6,76368d25dc9e0379255e9c22717197b0,10
c795898dc8d65a76e5607f22222ba50d,0558db06b78edfe456c196141b39c4ce,3.333333
4adf67be4d0e0ae6dd18fed620e8ad30,9fb1e6bd62c1b2576d80ec25dd3bced4,10
0521b2df1fec63ab173f37d7f8e917b2,1a9b418cc306a681d2c838a2b8368120,10
996423132e4e42ee101f5ffa78d4e639,3b394bae7df4201869d6a77c0e172ea2,10
a6e390cbb59a55a2938edfbc5ef2ac24,45f2604763e5b3b503f9fec4a3b46fa0,10
021ad906007d66b0d996f1dcee17795f,29417ec2a54fc5014107894b55249142,10
91ba3ee5fbaf9c75d08774834492cb58,4bfa94b0652e1d8d3e9e4e68ecaaead9,10
3a4a6079b1f8bafc42fc1852150e0634,b76bf3c04a35188dda972c7e0f496238,10
21e3fa4e75edcdbf429c76b041b6f352,055a562f6860cb963274aaa14b51ceed,10
29ef4dc062a1c63c20708773d629930e,cdcdd1ee00e91786208590a06f2f7d7d,10
ec86040e336508332314bcc2b2b40b64,f3c1c4a83d2fb78b2278ce81976218a8,10
38489d8f2df5e6673c65212c32123a9e,6faaf426a92e486300e66bfca41e6bb2,10
3411f690bbe85f188ae6f16b6e05bf06,7308fd771bd1b29e68eb7c968995792e,3.333333
4d446cef758474570659f50ca33a9cf7,16ac477ceaf3b15bca627f1931a615c4,3.333333
8c578f1841878d5cf90c7ba4b19c23bf,63e0e10bbd048fbedc848071e8a4c62b,6.666666
ff9faf2716d0e8d816ba5d1e57e55698,46df3fed8c227e2a6f9631a4af863ae0,10
bdc7f9ab6026f3b9b8f49347bdfdda6d,12bc6622c5480088148f612eb6f04756,10
50b19c12e307ed8c13060416b71d4c3e,7e142379902ac02c07c33c14a733556b,10
d75f2294c877f069940d2caccd9501a0,842158eaa6f2e933b9a6b01caad75657,3.333333
91e31d1342cab85001994f4b37594768,9b921a4b9fe57aee2d9247012b71e01f,10
3da24d7667590fd9d3b6c75846ea6d71,d0566da9d3adf1e81c7754059ce0bf12,10
66d8f06180f4219121370299f14b8160,74f886d294e284d202ede7fc31b47447,10
bab24c472fd37a869a04224c11c27170,8f604dc2ada82836408b92cbe1312cbd,10
769de9be234f88a59ef273f7a3aedcf5,e29f47e86c83151fe7768ccb4af9034b,6.666666
885c2d3548eb5adcfac8710f48c4d669,efdbe790b492e0002fde2a4e1ee3ca15,6.666666
8538bd95ad20a2d8215ec9aca6cdd99c,a24eda3b302122d0632f040de092be89,10
59a059d58922bb6c6e8eee320b8f0361,558b76d7a9a6105e10abc2604a020069,10
a5ff04f9f411236b1ee7f7b3b5492e25,ccd1c7d36eb3e205cd2d8140525d07fd,10
5d20f4e406c2c62c3c58e279f2955592,648e28396bfe3fbed8708b5cc680d398,3.333333
c261c49885751ecb7e9699f8de5a00a4,fb1433d2b26e962d57f93dac0f3ed529,10
d6ab7573e90124f286e7660fa711cb3b,bf78704275622ebea568f2f8646248dd,10
87d24b17cbdf0f94980f45c0ee992366,f06178e459799eee790931b4c8204456,10
a70ce7940bca462f905ff172c943992f,690cde87f3f97c85410591e17e20b162,10
3caba9bc40edb436f1665e84447428f8,e7ed63baa50ef07cf1ab605437dac19f,10
ad091c56214e9472766dd111e62eb2be,b34c49b65c532cd383b6fe2df44b27ea,10
6898a4e2bba6fa72bf40b711b7b2c36c,9ba29035f59dffb1ccb4c48c0ac0772a,10
f1f26336130adb031122a517c2a2176e,0380c3dfbaf670e5aeb5294f34765856,3.333333
1fcedb0bfcee9c1a854030ce786ba44e,7bf20ab184205209e6293a9f750f5253,10
045000d1b31f42ac3055ce9c59ffe041,3d7f836d6abecb10f88faf6ddac22b10,10
982c857193e0fe772838d9f9a5280afe,2efbed8610cb92bdb62abfdb4c2c17d6,10
65ca5061c91b7025d66953d3241a0d7f,5c6ef38a586a84e33fb10ccc0a0fa6fc,10
2c84cbf86d0734581a6a242f92f924e5,fd1a7dedd009a474f0ec84b82e1ba675,10
cbca8f3f11ab2136cc72c600132aa254,63a1b5cabe3c2cbb0cc67f5f9bc35442,10
8353ecc45d3f058894d1ff6dcab892fa,32df9d6a75e1d08e0dbe5b535552d872,10
fbf048a33207c693b8861cb9e3403ea0,988004871b8e527b56a9e08fdd0ce654,6.666666
e5f8a203affa6f9248258cebf441b337,4ccca1f5b2ec84d6d0cc03fe5663479d,6.666666
923c758b42c482b6c4ec9f2758ce8a3f,01209d063964f654184cbe4e3e99964d,10
b3cda5de0c130bb85bc3f819607d2909,d131a256ddac47493c9cf7b764199511,10
e9eb29a21717618bfc1b0ea069d38742,176e1e6da1beefcfbe032f82711618d0,10
c08436bbc0f11797cfa1293be6fa9256,534bbb4b0f2df3c9b73b1596103a5b99,10
2fcf03f2c5626f471130372ee1e64cb4,c57563c2e8c281698ca78c330c08748a,3.333333
c2958f80f841923be6a512ed7bd58fcd,27388597ebc3dd810fcba1d2faedf7cd,10
dae4e4a24b3132239bd642d493d867d0,936dbf42ffd3031e277c34449d87a4f9,10
558d3f56c2d79bd3267631444fdbc289,2a771ce416a9c21f5ac1df3a05f12e9d,10
1b02dfef43d68d3cb68fa4b4a87c4518,01b618d41b197a671621a188cf97d42a,10
82f1060997b66eb8c72fbbb548836662,5048b726a98d1e6f0074742390fc661d,10
9bd220059e0ff494e03c0b55fe3280a2,70d13e6d192b7ce5a504c70bc676412d,10
65ccc6ac345c88aeda0635447b68b26d,26c2db189d1d495c04f01f9d5c200cb5,6.666666
d7bb9402cc5485e3c786d85466963800,a2daac4ed5407ed6d31bb4e009db07c0,10
d92cd82e3f74fb43af5f535461ecc19b,0c5130205e5b88f0c3352dfb46dc194e,6.666666
5edbbbe8653f491c443ef952e997810b,1df742284368342494b005d58b17191a,3.333333
84cde08462e77d97cfd2a1842f6b0270,4a42e6dd6b40540a8155df542a006d8d,6.666666
d4a691c5966131f3830cd5b13f55590e,a4736284ceaa37205319b8960849457b,10
f440da63b473baaa98215a1f6aada80e,d1d2a39ed8ce3c247ce995e0c89374c8,10
6f86108f366c41227d8026694642a0da,e52a33f79c52ef75a8f38a2c74a05662,3.333333
24d6aabc3c56b6f8021e757b768d5c58,b9fa18dc820a8f755618e3f451580c99,10
61d10b545729dc288b73777961d5c062,9cdebcc14b422e09f3976ae04745a25d,10
85c824e56e2aafcd05da0484b016dd50,3bbe1fc28d01474a9f15e760ce224adb,10
107af2d2f1d4734c418d20d84eab4f95,e1e9c326fcd22d79ec77477072c38443,10
98dcb29562eda78c3cecb6bb48237aab,ca12ab48f47c814e86f96d8acf11aee0,10
84a17b642eb35fa45be6c18b1f7fd482,0b3ef0bae2509936d630ab1f05d3408e,10
0ddaa59ea5741659f3e2be43e4525a6c,bdc12a52995ff919a0d9793fa3a52471,3.333333
56bb569c30d34951c02d326d1d1aa9d4,0808ce33ad29c3c6dad35b398ec2bf21,3.333333
26318273aec9b93ceebd52f4a9b1f9ca,d971da2d3cdc85289af0636750085f5d,10
e1dafb171d557b47361e87d3c4c80f8f,2371f87925f0518d356cbed2db841330,3.333333
78b816fe6853413564527b77cb2a27ad,e95e62849db7a9929cd19a4a31f9b9c9,3.333333
0f2d12d4180773ca3e628440919da0a6,3af2f345fe7c2d666be177d336d2fb90,3.333333
b4ed2eee1bb83181e738584f65727d2d,07f8ba8a009267f875a0b220eeb45bfe,10
70dbbc9ab559506c6cf987a064d4f171,2b5409ace7b66152ec2ac11f9f1ec51e,10
21faad37a19387d2f6c1fd436c541ce8,45872933bfc8d8687fe77c726cacffcf,10
18cd5273d91bb1c6c60686a1a6ffd646,a32d1af2742b07eea4eabc9f5b34ee20,3.333333
04d18d1f7c8dab9d42427934b7727dfb,35dc2bfe079a8bc3f5f1ed99c8e5d8c4,10
7c037dadf76468a5d50c1ce11025ebef,b7cd926b51cff35289f0226aae8e75ad,3.333333
02185f8d305656633b1f4502ddcbf8b8,b9fd72a44815bde36a33d674772cc59f,10
be5c5dbc0bf7ac1639e30060bb7f2aec,86c6932bab030a820100068d3e714bb6,6.666666
0a789cee494a4f95236360e02b0b28fd,2b6f9313062618813bd4f237c7726f69,10
f07b53a30e2ea55965be445e4c091b39,84b442c220698f43465af64c6977306c,3.333333
816162e8ea58481abd22500f047a248b,883e10f0197f838f9c79a3dd2c5b852f,3.333333
a9a9dfaa0454eb2ff214283844cdbd34,e9de9cbd289378299f2534b016a6482c,3.333333
b77a544626d54a84b82c1f117b2552ad,f3772699f5b25316d6462d010b1552fb,6.666666
3eebad77749b582e08d6f794199984d2,87877bf1209a4aaf5608c400a6aa34c5,10
36325022de5829aef9650253d09e8426,6f4df87b2f8fb7d004d3c6f9968c651b,10
f49030a81f17ec5b151afc9a47a8b416,1c5dd935c7957743cf90554dac0190f7,6.666666
3d757db9a94edfa6d930e07eb9751517,734a5b7b7c4337dba89a5b36fbf67c7e,10
674c542ce5626cbccb4c7b3a3570a8e8,a3899525c468b52be19bc91f2d0050a2,6.666666
d0156d90dcc07f751a1f93852d5a827d,2491f004564bd7901927c18b43593f11,10
b80bc1bb118869806df0dc8cf1eb088d,dd6e7992a0d1f8fb7d3661c39d851b22,3.333333
f6ea55dd24735a8ff643311756cf7bc5,ee5425a4ffc43fcda6e33fafbc9f8421,10
3b381d1bf0a5b3e13739931ec226d6fc,ae12db8326bbadd42325e72583944be9,3.333333
85f7491de198706ca244225511ec6774,d7d93bb5062c4d54440e375ff2bb4148,10
2e077ee31cadb870f06fea337f22fb40,9b18aa6b27b814574953d690ecabdd7f,10
73e5ab7e7079f024d076cd9cb2549843,33952338e3a0206573e3ce3f5e2d7b8a,10
7b4aaa8ede95a177104180bc95713591,62b909a96eb081e4a66fe3057c3d7d1f,10
d2f9db0a99a239fcbad2c26d35c6da32,f088c02eb1b2e0c7a8b5d4ca6f72edb2,10
ddd613b6a0450648068cf9aef5df3fa4,11c38faf632a85cd58731cb2dd229d56,10
59f7bbe806854eb5f3b036174e0ab6b1,5afd6bd2bc8dba5d3028c44935827188,10
779c0cb32a6c7cc557ea90c49c457f40,0ecf433e228263811d6d910843f5c8e2,10
de68b6d90599042b1735ba0f40f6f0ed,a4e03ca869463d45b2a813106a3925e5,10
a88646dad28d729474812f718ea3f989,3ca641a4327e664a1fd2a754e4d104b8,3.333333
1afb6c88a12d98e75024c821e0d8ffe2,12db1b7eb845a3d0e8097eb58f2418af,10
5a575e25ffa6b4320eb844b762b0daaa,f98d12c1a1485df9e5ca25c1ce6081e9,10
18730eb0115820fbf2d85176280c156e,f9602f1f3b4f35d98f0fe966bbd69bf3,10
3cd002bd6e0756cd6c19c00985aae821,fec0f1b8fa511ffb5fe221eac9c95abe,3.333333
de89c7e128ea6881db970773e856ecaf,21f35e91c1f1b50ea7c790e6fd9d0ba1,10
e7cce15de87c9f1ea6f5f1e5fefda9c7,a881e8855faa9cde2b4651ebe60614d8,10
392886bde4ce8fe19ae1e3c3e0982df4,74ee7cc29ba6131e0ad3fe4611ab4f83,10
2145d56f936310e368eb2133185b91b7,a1d2a4a80f62fea7e36026532334b1f2,10
71ebf2bcf1b39c8df3d5a5dea8060c78,eb8a782a234c9a768d202f0d712c49b2,10
b25071aefd393b7b4549675be90d7a31,0b54a7105a7f6f16f7d2c356c89e37c2,10
370258df1bcad3ee0dc38395bf0bb441,b2667b2660c75636ce1ade4a426db22f,10
7312c1629914c3c5a29f8221531cbe99,403bbb3f0090cda464bbe472097fa346,10
5f8e435900fdbdf0d380b4e0dfb8bc82,e374d91afb9245a7ad26c46fc946f054,10
790cf20182d8b28a983d31657517f850,125766d3181455a64644fe97a115bf96,10
28219e3c61a808f1184c5a07259e9b5d,71b3bceebd8da304098bc119d4ab59ae,10
c51b6edf25f243748f417dbccb7f0ed3,3d05ee5717d85e5aea005bb42f2624ee,10
d44979bea5e2733f424e4fad6cf4dbc5,a7acedc57bfcad21994f7711413363be,3.333333
77435545559001fed6a68355133310d3,f68a19d48ed211e7a11e676eda6542f8,10
e8707a9738f45b83a912c6e4bf4891b2,b801cc105b7b3474d5be5f9d34bef089,10
e47b78bef9e87b5bfb0d14f133ea3971,118fa00497e5f74f92ca98c93bc0b70a,10
0fb36d355fca912a21556b1136a12861,d81272e0e42eecb90a8a62b225f72e41,10
0466e9c264a55e34cb6d13a3071ece46,d13c2cef43d3894047fdac758caff979,10
99c5a6cccb0d6727d49e3f0778032f5c,515f1e90d39d4400d7ceecbf2da1dd8d,10
42cb61b582c5ecf21629e668fa7cb7bb,9ea18b060b48041ad485a5a86721468b,3.333333
dfc2b9ee66b5d3ef2430199b7b819c4e,7af1d33a61aa29db63dbf8883966347e,10
6cbeca60cbc09a79306e6ed0c2c8600c,8882a999fb980a7689ce79f991f66567,10
e26242c0e4c10d580ed1dd45451dfd7c,c78bab92eeda0da71bad1eaea5705e0f,10
beae104d89096eb3883c4e351c9d5914,6291ce62cb1f8f492bb74c7cc0d17a80,10
87598b22359680e0885bee4c876ff3e2,2046d692b6ddbb0e856166d38fa2b8ba,3.333333
31719ba815601406a0d48f02fbf57b20,e4a552e76c75c7501e5386762a3b3d8a,10
89cbb9703063414c64c6916161bb5924,c5329879da4f610e346f11c62c549cc7,10
e96397277cbe029f2cbd2055513c1527,be21dd7342d3a915431386b704c73083,3.333333
3bbfb435b91d6633d86b979f53056fd2,b4e6061d436ea00b0d1d10c08e016e6a,3.333333
9e76dfb33f6f00e077397e6a5012107f,12459118fd06ccb5135d5e52d159425b,3.333333
80e990bd4fabbe7032310ac6a70b26c8,4912756c931a3b7d8d63c143e68bf4f8,6.666666
f410e530501e75892c62e7ff48bf2971,fea735155a07a391f2f9073c0af3ebd2,3.333333
6de5f6ca8dbe3d36df9813cc69b623b0,38f2caea17405554d7bc6fb52c331b0d,6.666666
3f0c8ed5633c853f2c8324d211110995,833a7bcbc78d58755e70de4b236c33bb,10
e287f7ed4b4776714baa730d82426156,2ebf110a5cb6640c275a3fdcbc0b62c9,10
a8e4e1952915ca45f950766a263349f0,632782c3f25c1dbc347d69aa4f85d1fa,10
293af4be18165b7755436b9ded66fead,a36656b54446a799847937be322328c1,10
c6e9204dec0ac436c9343f278b695d69,06d9ccb9c61e9ecd78bd9093b19d0b5d,3.333333
2415a5983e34f54a47bbc6f6a79cc7f5,dd3d2facac56bc274d767bbe77f8a3bf,10
b748c1797245ef3263b98cc32a01b8fa,f3fe45bd0c9b451552f625f4bd312b31,3.333333
d9e61c2646f1df96fa1dc43bd645f7c0,153daaecc9b72d8fe4c4b2af3988a5e3,3.333333
5f58c4439c919c30f414296d20e45fa9,97b1b934903b71a7bba3e1093ea6e8a6,3.333333
54e837301bb322a83b2e148c6f0d8542,0d42868fe7b4e8abc117e764d0cf1706,10
585c8c9020d98715ef1375457cd57cea,83767fc23873f968cbf109e8f085979e,6.666666
f971b1bb41920a53b1f4eff9c387abe8,583f84d343230f2119fee18c29dbc6e6,10
34fbceb4bad1f7aaeb9026208b808b6d,5e91d7082d80c03b205f718d6ea43e62,10
a16779790f06515fc9d575ab865da687,c0812c42c9eb196cc267da4306b67045,10
eeb838ca3419e8ec8eed8b9ff4f20a6c,1a583e244bd9556fb59d6d57cc6c2e83,10
a9c0f6d5bbadbee467f494f7ce6e5213,364bf5424570489431377bac69130259,3.333333
73028d771c1777d1478bdaacb35d8df9,73ebd4dd0d3fef1362902b95f9402016,10
342bcbe01561b8b79c05364927c1e0be,0b0536b66b18dbf7486d75b5164c1eba,10
ec823c31de73972326ea6a24801397a9,a3852f7b11de668e29a42db05bb51073,3.333333
d3668c296059566220badd13f2d993e7,5c7c709c5ffa7fd1cdfce7d5be1a8a7c,10
6c202da8101be29b5ee2941348e9b497,5b6451e27716bf74e5bd456a369fdf2f,10
6ead00944f6e161ae85e993043c0dfde,f69c15edc52f269a7483403a95dc1b08,10
72db553f2d93974fdaca988fcbe5753b,2a327d1412943da6cfbbad3d0d485df0,10
106a738c73f852314fb0efbe707e473d,7d074d0d78c344e0b12490402a60ad96,10
79097405b79d3ab334ce0555076ffbdb,fa55a86f90e4eaa3f5b052b24aaea5ad,10
3caff6d7a2f675e86b515fe11a40e9c1,7e1acc0737101c6b7b98cfe7e102336e,3.333333
f818b9392f0a2152a15c476bd7704c1a,f9b0039d4be34b60d5c5fa7d6a692782,3.333333
ff28f29ee109b1240a0bd94cae0ae4ce,98d0cda8fb5dbf335e60a9c87e5f9729,10
f1632ecb25072850d1dd7ff4cd11fb93,653cc7e1c2da1f47915082b036cb2f5e,10
fa9282b7e50fe7694639ac07b923efce,8dd20dcd37573cd5c5d490c421a375b1,10
d933d4cff56120a61d73857c9c950403,cf45fcfff909800e17960d17a77be9b8,10
a6dd88094ccd6360f1a32d42641c49f8,5e69cc35cc3d407a3fe5adac94702cc1,10
b75f170e973447e007bcfa24c754eda2,3b76fa41b688e982d920b964b801be58,10
709ce0dc29fbf395c9d3c49f880bbe89,bb7fad6472af1be1e9ca6c22a4eba58a,10
09c83cac7ee75aedb81005a939b5ac5a,89a685b548ba7d7ed8998409f8ca3022,10
2965c70f8419bc3f08e8abe054d85844,f8d0fb18dea93971044a728fbee02e91,10
0202d4bf48a53255aa6eed8f629abe53,eaacbd1f524fef75ccd5578cbeab89e7,10
d4bad1e0f24f596321bffdedd4229451,1f5498900affb78720e63b3a84581e3a,10
2ba951a7aec7cd6b8d8d0b83adad6136,cc1936ed0c5c3b651ba87a8f587fa653,10
03f29e247d7a7c0430eb4d4d36b828ea,64a47895bb427169041c958e4963a36d,3.333333
0f9141402966991b78d2e060505d0c84,9cbf257e96213f9ce3bc334788c51722,10
a8464b6db1bcc257cd7b908a9357e00f,61573614418a6ce94def3f87448557b9,10
f2fb7a9fdda8998913e6c7fdb6b3ac6e,97ef0141e573a89d67d6e9e98104c530,10
02fcac4102627539181c193c0401adaa,bd3c5391999a7da1676cba5c8a6963c8,10
8a8c505c6fff2c7cf6e70d1e89c6de13,56cfd0f051b0ab56aae79ba7df2c6c9b,10
8c325257fbe401761299fbc830e7fe12,194e008ef926e572b1366f770444d3eb,3.333333
6846b66dd510c003879fe5bec8b666c4,dfe405a77b76d36d410c13163d9d3e08,10
17d9104f8e3e95a67d7e3ba21f1a45e9,90404a74087042dff2f803506ae1daab,10
042b2dfb9f86056252d6e2676b820af4,8af7ae2344ca113a98550911cc484f4f,10
d06f1520366ba5b8d92f9a5fcc3ad11b,8c92e47211080bd9856bfa2250a61baa,10
7fcc2e45e91ab2ab6f12129b30ca0a77,e8adc4dbff725fff3048a77cd8ed8fda,10
6c95949e64111bc0a62f58d35b3ad6b6,96c9cfe111469e3b10e6c10cf223ede2,10
b467ebb0a16293a7d8230f656742c9b8,f22ece47a1349cfd76e7b8dc30ebc4c3,6.666666
ff0c2a438d366dacb7a2692f0c6096c4,db73a0057c7222155923bc488b7b0bb0,3.333333
bf51b26e843bf3f09c82322ca8fe7ccc,93026736496287cd7b6bdb1919cd5144,10
5e875e299a5fb05986117e2f84d716f0,418e7ed462f02c3470557a6a3caad7b2,3.333333
3cea598825283f0cff5e7533040c6f11,a7168d54fd06a8a05878ce455dc7ede0,10
99e27ee6382a0bb7e70624ff7653d4e1,3c53c872b18a02543d66d202b6b17585,10
d9ebe3826a7b7d813583b0a330337e83,7e97c07506e001d3cf4ea1e1e6a822ab,10
84ad3abcfd9f3332009158b4deb07404,e257c1a5976b3ffd2d4ec8e589db6af5,10
